Time,dt,AC Primary Load,Net Load,Pg_max,Eb_max,Eb.1,Pb_max_in,Pb_max_out,Gen_Output,Pv_Output,Wind_Ouput
1/1/2016 0:00,1,1074,-192.057,1637,8927,8927,0,6775.13,0,0,1266.057
1/1/2016 1:00,1,1024,206.9756,1637,8927,8697.363,0,6775.13,0,0,817.0244
1/1/2016 2:00,1,1010,389.398,1637,8927,8265.299,242.0768,6557.261,0,0,620.602
1/1/2016 3:00,1,1049,1049,1637,8927,7101.359,697.5129,6147.369,0,0,0
1/1/2016 4:00,1,1076,1076,1637,8927,5907.46,1924.413,5043.158,0,0,0
1/1/2016 5:00,1,1022,1022,1637,8927,4773.479,3182.893,3910.527,0,0,0
1/1/2016 6:00,1,1009,1009,1637,8927,3653.922,4378.214,2834.737,0,0,0
1/1/2016 7:00,1,1072,793.3505,1637,8927,2773.643,5558.332,1772.632,0,0,278.6495
1/1/2016 8:00,1,1144,873.7778,1637,8927,2331.171,6486.227,937.5261,475,0,270.2222
1/1/2016 9:00,1,1245,1049.109649,1637,8927,1785.404,6952.633,517.76,557.2376,0.1845514,195.7058
1/1/2016 10:00,1,1281,571.5974934,1637,8927,1785.404,7527.922,0,571.5974,0.05660665,709.3459
1/1/2016 11:00,1,1235,1234.95965,1637,8927,1785.404,7527.922,0,1234.96,0.04034967,0
1/1/2016 12:00,1,1279,1277.985855,1637,8927,1785.404,7527.922,0,1277.986,1.014145,0
1/1/2016 13:00,1,1287,1056.783404,1637,8927,1785.404,7527.922,0,1056.783,0.9840965,229.2325
1/1/2016 14:00,1,1334,1333.68616,1637,8927,1785.404,7527.922,0,1333.686,0.3138399,0
1/1/2016 15:00,1,1332,270.5384388,1637,8927,1969.674,7527.922,0,475,0.1345612,1061.327
1/1/2016 16:00,1,1238,-535.848789,1637,8927,2880.701,7333.684,174.8146,475,9.820789,1764.028
1/1/2016 17:00,1,1198,-404.888,1637,8927,3245.605,6373.378,1039.09,0,0,1602.888
1/1/2016 18:00,1,1297,891.6034,1637,8927,2256.308,5988.734,1385.269,0,0,405.3966
1/1/2016 19:00,1,1421,-209.167,1637,8927,2872.913,7031.545,446.7392,475,0,1630.167
1/1/2016 20:00,1,1410,-1229.03,1637,8927,3980.575,6381.586,1031.702,0,0,2639.03
1/1/2016 21:00,1,1352,-435.825,1637,8927,4373.362,5214.008,2082.523,0,0,1787.825
1/1/2016 22:00,1,1431,994.4906,1637,8927,3269.904,4799.975,2455.153,0,0,436.5094
1/1/2016 23:00,1,1338,636.4835,1637,8927,2563.681,5963.121,1408.321,0,0,701.5165
1/2/2016 0:00,1,1282,268.384,1637,8927,2749.893,6707.546,738.3384,475,0,1013.616
1/2/2016 1:00,1,1273,414.1979,1637,8927,2804.691,6511.261,914.9954,475,0,858.8021
1/2/2016 2:00,1,1256,-302.781,1637,8927,3077.573,6453.499,966.9811,0,0,1558.781
1/2/2016 3:00,1,1296,1018.2623,1637,8927,2474.784,6165.857,1225.859,475,0,277.7377
1/2/2016 4:00,1,1308,467.3415,1637,8927,2481.687,6801.251,654.004,475,0,840.6585
1/2/2016 5:00,1,1233,-1666.812,1637,8927,3854.688,6793.976,660.5521,0,0,2899.812
1/2/2016 6:00,1,1219,-61.74,1637,8927,3910.332,5346.705,1963.096,0,0,1280.74
1/2/2016 7:00,1,1254,-1192.57,1637,8927,4985.134,5288.052,2015.884,0,0,2446.57
1/2/2016 8:00,1,1339,-218.319,1637,8927,5181.894,4155.11,3035.531,0,0,1557.319
1/2/2016 9:00,1,1467,687.4361789,1637,8927,4419.134,3947.708,3222.193,0,0.2759211,779.2879
1/2/2016 10:00,1,1422,-755.362644,1637,8927,5099.904,4751.727,2498.576,0,3.391644,2173.971
1/2/2016 11:00,1,1319,-1308.82283,1637,8927,6279.48,4034.132,3144.412,0,13.10783,2614.715
1/2/2016 12:00,1,1326,-246.78643,1637,8927,6501.896,2790.75,4263.455,0,18.04643,1554.74
1/2/2016 13:00,1,1295,-721.26345,1637,8927,7151.935,2556.303,4474.458,0,10.55245,2005.711
1/2/2016 14:00,1,1321,-1281.7836,1637,8927,8307.141,1871.102,5091.138,0,28.4676,2574.316
1/2/2016 15:00,1,1339,-343.577565,1637,8927,8616.79,653.4078,6187.063,0,8.565565,1674.012
1/2/2016 16:00,1,1294,-460.592858,1637,8927,8927.018,327.0087,6480.822,0,1.461858,1753.131
1/2/2016 17:00,1,1277,983.6092,1637,8927,7835.633,0,6775.13,0,0,293.3908
1/2/2016 18:00,1,1451,1029.6649,1637,8927,6693.147,1150.42,5739.752,0,0,421.3351
1/2/2016 19:00,1,1566,1350.2711,1637,8927,5721.972,2354.707,4655.895,475,0,215.7289
1/2/2016 20:00,1,1554,813.2719,1637,8927,4819.589,3378.415,3734.556,0,0,740.7281
1/2/2016 21:00,1,1456,1170.6815,1637,8927,4047.681,4329.61,2878.481,475,0,285.3185
1/2/2016 22:00,1,1529,1529,1637,8927,2878.193,5143.273,2146.185,475,0,0
1/2/2016 23:00,1,1442,967.2845,1637,8927,2331.968,6376.021,1036.711,475,0,474.7155
1/3/2016 0:00,1,1394,852.5878,1637,8927,1913.008,6951.792,518.5168,475,0,541.4122
1/3/2016 1:00,1,1358,767.5491,1637,8927,1785.404,7393.416,121.0561,652.5458,0,590.4509
1/3/2016 2:00,1,1314,968.6771,1637,8927,1785.404,7527.922,0,968.6771,0,345.3229
1/3/2016 3:00,1,1326,361.1898,1637,8927,1887.975,7527.922,0,475,0,964.8102
1/3/2016 4:00,1,1333,-211.07,1637,8927,2506.295,7419.803,97.30774,475,0,1544.07
1/3/2016 5:00,1,1259,-1208.83,1637,8927,3595.752,6768.036,683.8979,0,0,2467.83
1/3/2016 6:00,1,1231,562.609,1637,8927,2971.497,5619.647,1717.447,0,0,668.391
1/3/2016 7:00,1,1261,217.603,1637,8927,2730.052,6277.67,1125.227,0,0,1043.397
1/3/2016 8:00,1,1376,-1368.118,1637,8927,3963.067,6532.176,896.1717,0,0,2744.118
1/3/2016 9:00,1,1506,-1495.305872,1637,8927,5310.71,5232.464,2065.913,0,1.305872,3000
1/3/2016 10:00,1,1492,-1447.44017,1637,8927,6615.214,3811.923,3344.399,0,19.10717,2920.333
1/3/2016 11:00,1,1423,-183.14599,1637,8927,6780.274,2436.855,4581.96,0,34.97399,1571.172
1/3/2016 12:00,1,1499,-1297.49232,1637,8927,7949.638,2262.867,4738.55,0,42.53632,2753.956
1/3/2016 13:00,1,1492,28.50199,1637,8927,7918.013,1030.249,5847.906,0,43.34301,1420.155
1/3/2016 14:00,1,1490,-1192.59976,1637,8927,8927.018,1063.584,5817.904,0,35.27076,2647.329
1/3/2016 15:00,1,1480,-1191.04413,1637,8927,8927.018,0,6775.13,0,18.82413,2652.22
1/3/2016 16:00,1,1429,-319.0968,1637,8927,8927.018,0,6775.13,0,18.3298,1729.767
1/3/2016 17:00,1,1370,-1570.102,1637,8927,8927.018,0,6775.13,0,0,2940.102
1/3/2016 18:00,1,1469,-1531,1637,8927,8927.018,0,6775.13,0,0,3000
1/3/2016 19:00,1,1540,-1460,1637,8927,8927.018,0,6775.13,0,0,3000
1/3/2016 20:00,1,1529,-1466.302,1637,8927,8927.018,0,6775.13,0,0,2995.302
1/3/2016 21:00,1,1464,-1536,1637,8927,8927.018,0,6775.13,0,0,3000
1/3/2016 22:00,1,1515,-1475.163,1637,8927,8927.018,0,6775.13,0,0,2990.163
1/3/2016 23:00,1,1453,260.207,1637,8927,8638.3,0,6775.13,0,0,1192.793
1/4/2016 0:00,1,1379,928.9656,1637,8927,7607.547,304.3353,6501.229,0,0,450.0344
1/4/2016 1:00,1,1304,25.957,1637,8927,7578.746,1390.845,5523.37,0,0,1278.043
1/4/2016 2:00,1,1274,-210.326,1637,8927,7768.302,1421.204,5496.047,0,0,1484.326
1/4/2016 3:00,1,1309,505.3506,1637,8927,7207.58,1221.394,5675.875,0,0,803.6494
1/4/2016 4:00,1,1308,-350.982,1637,8927,7523.901,1812.447,5143.928,0,0,1658.982
1/4/2016 5:00,1,1246,-1752.873,1637,8927,8896.903,1479.015,5444.017,0,0,2998.873
1/4/2016 6:00,1,1218,-1782,1637,8927,8927.018,31.74364,6746.561,0,0,3000
1/4/2016 7:00,1,1315,-1685,1637,8927,8927.018,0,6775.13,0,0,3000
1/4/2016 8:00,1,1398,-1602,1637,8927,8927.018,0,6775.13,0,0,3000
1/4/2016 9:00,1,1479,-1521.259491,1637,8927,8927.018,0,6775.13,0,0.2594914,3000
1/4/2016 10:00,1,1472,1471.444388,1637,8927,7821.392,0,6775.13,475,0.5556124,0
1/4/2016 11:00,1,1448,-1552.082918,1637,8927,8927.018,1165.432,5726.241,0,0.08291811,3000
1/4/2016 12:00,1,1348,-1652.814938,1637,8927,8927.018,0,6775.13,0,0.8149382,3000
1/4/2016 13:00,1,1450,-1551.946647,1637,8927,8927.018,0,6775.13,0,1.946647,3000
1/4/2016 14:00,1,1479,-1521.193951,1637,8927,8927.018,0,6775.13,0,0.1939509,3000
1/4/2016 15:00,1,1508,-1492.456746,1637,8927,8927.018,0,6775.13,0,0.4567456,3000
1/4/2016 16:00,1,1410,-1597.67216,1637,8927,8927.018,0,6775.13,0,7.67216,3000
1/4/2016 17:00,1,1370,-1631.302815,1637,8927,8927.018,0,6775.13,0,1.302815,3000
1/4/2016 18:00,1,1467,-1533,1637,8927,8927.018,0,6775.13,0,0,3000
1/4/2016 19:00,1,1587,-1377.183,1637,8927,8927.018,0,6775.13,0,0,2964.183
1/4/2016 20:00,1,1561,-1247.998,1637,8927,8927.018,0,6775.13,0,0,2808.998
1/4/2016 21:00,1,1472,-888.952,1637,8927,8927.018,0,6775.13,0,0,2360.952
1/4/2016 22:00,1,1533,-46.399,1637,8927,8927.018,0,6775.13,0,0,1579.399
1/4/2016 23:00,1,1483,1307.0097,1637,8927,8003.844,0,6775.13,475,0,175.9903
1/5/2016 0:00,1,1453,1453,1637,8927,6918.684,973.1107,5899.331,475,0,0
1/5/2016 1:00,1,1331,1331,1637,8927,5968.891,2116.97,4869.857,475,0,0
1/5/2016 2:00,1,1214,1214,1637,8927,4621.872,3118.14,3968.804,0,0,0
1/5/2016 3:00,1,1146,1146,1637,8927,3350.303,4538.023,2690.91,0,0,0
1/5/2016 4:00,1,1078,1078,1637,8927,2154.185,5878.374,1484.594,0,0,0
1/5/2016 5:00,1,1035,1035,1637,8927,1785.404,7139.192,349.8572,702.6356,0,0
1/5/2016 6:00,1,1032,1032,1637,8927,1785.404,7527.922,0,1032,0,0
1/5/2016 7:00,1,1072,1072,1637,8927,1785.404,7527.922,0,1072,0,0
1/5/2016 8:00,1,1142,824.2021,1637,8927,1785.404,7527.922,0,824.202,0,317.7979
1/5/2016 9:00,1,1208,803.6732494,1637,8927,1785.404,7527.922,0,803.6732,0.1429506,404.1838
1/5/2016 10:00,1,1299,344.2054167,1637,8927,1903.282,7527.922,0,475,0.7827833,954.0118
1/5/2016 11:00,1,1352,-387.6871012,1637,8927,2680.778,7403.667,111.8294,475,0.9251012,1738.762
1/5/2016 12:00,1,1363,-1263.803369,1637,8927,3819.78,6584.115,849.4268,0,1.828369,2624.975
1/5/2016 13:00,1,1366,-1571.638395,1637,8927,5192.782,5383.501,1929.979,0,0.208395,2937.43
1/5/2016 14:00,1,1336,-1448.932491,1637,8927,6498.631,3936.23,3232.523,0,1.258491,2783.674
1/5/2016 15:00,1,1336,-956.866095,1637,8927,7361.006,2559.744,4471.36,0,1.346095,2291.52
1/5/2016 16:00,1,1307,-427.11302,1637,8927,7745.941,1650.722,5289.48,0,13.93902,1720.174
1/5/2016 17:00,1,1315,-465.824786,1637,8927,8165.765,1244.964,5654.662,0,2.059786,1778.765
1/5/2016 18:00,1,1396,423.1712,1637,8927,7696.227,802.431,6052.942,0,0,972.8288
1/5/2016 19:00,1,1432,946.2614,1637,8927,6646.282,1297.368,5607.499,0,0,485.7386
1/5/2016 20:00,1,1452,730.5699,1637,8927,5835.663,2404.106,4611.435,0,0,721.4301
1/5/2016 21:00,1,1580,51.406,1637,8927,5778.624,3258.574,3842.414,0,0,1528.594
1/5/2016 22:00,1,1692,-999.037,1637,8927,6679.005,3318.699,3788.302,0,0,2691.037
1/5/2016 23:00,1,1521,-1224.2,1637,8927,7782.314,2369.613,4642.478,0,0,2745.2
1/6/2016 0:00,1,1344,-1397.005,1637,8927,8927.018,1206.623,5689.169,0,0,2741.005
1/6/2016 1:00,1,1200,810.7975,1637,8927,8027.38,0,6775.13,0,0,389.2025
1/6/2016 2:00,1,1071,520.177,1637,8927,7450.207,948.3011,5921.659,0,0,550.823
1/6/2016 3:00,1,1036,766.8465,1637,8927,6599.336,1556.695,5374.104,0,0,269.1535
1/6/2016 4:00,1,1059,1059,1637,8927,5424.301,2453.592,4566.897,0,0,0
1/6/2016 5:00,1,1043,1043,1637,8927,4267.018,3692.188,3452.161,0,0,0
1/6/2016 6:00,1,1029,1029,1637,8927,3125.27,4912.071,2354.266,0,0,0
1/6/2016 7:00,1,1070,1070,1637,8927,1938.028,6115.58,1271.108,0,0,0
1/6/2016 8:00,1,1197,1197,1637,8927,1785.404,7367.042,144.7926,1059.447,0,0
1/6/2016 9:00,1,1339,1331.325436,1637,8927,1785.404,7527.922,0,1331.325,7.674564,0
1/6/2016 10:00,1,1352,1168.61756,1637,8927,1785.404,7527.922,0,1168.618,20.84824,162.5342
1/6/2016 11:00,1,1314,796.68809,1637,8927,1785.404,7527.922,2.16E-13,796.688,18.60321,498.7087
1/6/2016 12:00,1,1273,849.8984,1637,8927,1785.404,7527.922,2.16E-13,849.8984,21.9783,401.1233
1/6/2016 13:00,1,1160,38.30767,1637,8927,2178.972,7527.922,2.16E-13,475,35.63033,1086.062
1/6/2016 14:00,1,1098,1069.73073,1637,8927,1785.404,7113.065,373.3718,715.0275,28.26927,0
1/6/2016 15:00,1,1075,1044.58673,1637,8927,1785.404,7527.922,0,1044.587,30.41327,0
1/6/2016 16:00,1,1106,-818.72472,1637,8927,2951.372,7527.922,0,475,27.86072,1896.864
1/6/2016 17:00,1,1142,-1570.640908,1637,8927,4324.374,6298.884,1106.134,0,2.038908,2710.602
1/6/2016 18:00,1,1262,-1555.971,1637,8927,5697.375,4851.613,2408.678,0,0,2817.971
1/6/2016 19:00,1,1257,-487.088,1637,8927,6136.363,3404.342,3711.222,0,0,1744.088
1/6/2016 20:00,1,1251,276.0501,1637,8927,5830.065,2941.609,4127.682,0,0,974.9499
1/6/2016 21:00,1,1365,-899.654,1637,8927,6640.878,3264.474,3837.103,0,0,2264.654
1/6/2016 22:00,1,1499,-857.742,1637,8927,7413.917,2409.803,4606.308,0,0,2356.742
1/6/2016 23:00,1,1324,-925.977,1637,8927,8248.453,1594.948,5339.677,0,0,2249.977
1/7/2016 0:00,1,1176,-811.133,1637,8927,8927.018,715.2696,6131.388,0,0,1987.133
1/7/2016 1:00,1,1073,-1369.289,1637,8927,8927.018,0,6775.13,0,0,2442.289
1/7/2016 2:00,1,945.9999,-677.6701,1637,8927,8927.018,0,6775.13,0,0,1623.67
1/7/2016 3:00,1,915.9999,-2021.7361,1637,8927,8927.018,0,6775.13,0,0,2937.736
1/7/2016 4:00,1,931.9999,-1303.1901,1637,8927,8927.018,0,6775.13,0,0,2235.19
1/7/2016 5:00,1,942.9999,-504.6621,1637,8927,8927.018,0,6775.13,0,0,1447.662
1/7/2016 6:00,1,925.9999,159.1521,1637,8927,8750.427,0,6775.13,0,0,766.8478
1/7/2016 7:00,1,923.9999,420.8793,1637,8927,8283.432,186.1429,6607.602,0,0,503.1206
1/7/2016 8:00,1,959.9999,-176.0541,1637,8927,8442.1,678.3995,6164.571,0,0,1136.054
1/7/2016 9:00,1,1075,-968.5936797,1637,8927,8927.018,511.1483,6315.097,0,0.8136797,2042.78
1/7/2016 10:00,1,1145,-1589.1722,1637,8927,8927.018,0,6775.13,0,12.7882,2721.384
1/7/2016 11:00,1,1146,-1031.153918,1637,8927,8927.018,0,6775.13,0,3.854918,2173.299
1/7/2016 12:00,1,1129,-1881.66321,1637,8927,8927.018,0,6775.13,0,10.66321,3000
1/7/2016 13:00,1,1023,-1988.5859,1637,8927,8927.018,0,6775.13,0,11.5859,3000
1/7/2016 14:00,1,947.9999,-2070.00803,1637,8927,8927.018,0,6775.13,0,18.00793,3000
1/7/2016 15:00,1,890.9999,-2125.6922,1637,8927,8927.018,0,6775.13,0,21.3031,2995.389
1/7/2016 16:00,1,906.9999,-2119.04757,1637,8927,8927.018,0,6775.13,0,26.04747,3000
1/7/2016 17:00,1,933.9999,-2069.655982,1637,8927,8927.018,0,6775.13,0,3.655882,3000
1/7/2016 18:00,1,1045,-1955,1637,8927,8927.018,0,6775.13,0,0,3000
1/7/2016 19:00,1,1086,-1914,1637,8927,8927.018,0,6775.13,0,0,3000
1/7/2016 20:00,1,1073,-1921.417,1637,8927,8927.018,0,6775.13,0,0,2994.417
1/7/2016 21:00,1,1210,-1151.105,1637,8927,8927.018,0,6775.13,0,0,2361.105
1/7/2016 22:00,1,1343,-17.332,1637,8927,8927.018,0,6775.13,0,0,1360.332
1/7/2016 23:00,1,1213,-1005.34,1637,8927,8927.018,0,6775.13,0,0,2218.34
1/8/2016 0:00,1,1088,-900.259,1637,8927,8927.018,0,6775.13,0,0,1988.259
1/8/2016 1:00,1,971.9999,-1276.8961,1637,8927,8927.018,0,6775.13,0,0,2248.896
1/8/2016 2:00,1,879.9999,-2120.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 3:00,1,862.9999,-2137.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 4:00,1,856.9999,-2143.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 5:00,1,865.9999,-2134.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 6:00,1,883.9999,-2116.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 7:00,1,931.9999,-2068.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 8:00,1,977.9999,-2022.0001,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 9:00,1,1037,-1963.461533,1637,8927,8927.018,0,6775.13,0,0.461533,3000
1/8/2016 10:00,1,1100,-1903.307728,1637,8927,8927.018,0,6775.13,0,3.307728,3000
1/8/2016 11:00,1,1091,-1912.921329,1637,8927,8927.018,0,6775.13,0,3.921329,3000
1/8/2016 12:00,1,1101,-1910.22618,1637,8927,8927.018,0,6775.13,0,11.22618,3000
1/8/2016 13:00,1,1046,-1971.80006,1637,8927,8927.018,0,6775.13,0,17.80006,3000
1/8/2016 14:00,1,938.9999,-2079.07332,1637,8927,8927.018,0,6775.13,0,18.07322,3000
1/8/2016 15:00,1,927.9999,-2081.275193,1637,8927,8927.018,0,6775.13,0,9.275093,3000
1/8/2016 16:00,1,940.9999,-2067.925485,1637,8927,8927.018,0,6775.13,0,8.925385,3000
1/8/2016 17:00,1,971.9999,-2030.15796,1637,8927,8927.018,0,6775.13,0,2.15786,3000
1/8/2016 18:00,1,1069,-1931,1637,8927,8927.018,0,6775.13,0,0,3000
1/8/2016 19:00,1,1119,-1799.735,1637,8927,8927.018,0,6775.13,0,0,2918.735
1/8/2016 20:00,1,1115,-469.427,1637,8927,8927.018,0,6775.13,0,0,1584.427
1/8/2016 21:00,1,1199,-761.412,1637,8927,8927.018,0,6775.13,0,0,1960.412
1/8/2016 22:00,1,1289,-790.016,1637,8927,8927.018,0,6775.13,0,0,2079.016
1/8/2016 23:00,1,1170,519.0685,1637,8927,8351.074,0,6775.13,0,0,650.9315
1/9/2016 0:00,1,1065,507.7426,1637,8927,7787.698,607.0976,6228.742,0,0,557.2574
1/9/2016 1:00,1,990.9999,638.9977,1637,8927,7078.685,1200.949,5694.276,0,0,352.0022
1/9/2016 2:00,1,921.9999,296.4788,1637,8927,6749.72,1948.314,5021.647,0,0,625.5211
1/9/2016 3:00,1,858.9999,-557.8821,1637,8927,7252.511,2295.073,4709.564,0,0,1416.882
1/9/2016 4:00,1,870.9999,-1699.1101,1637,8927,8625.513,1765.086,5186.553,0,0,2570.11
1/9/2016 5:00,1,860.9999,-2131.3461,1637,8927,8927.018,317.8145,6489.097,0,0,2992.346
1/9/2016 6:00,1,877.9999,-202.4701,1637,8927,8927.018,0,6775.13,0,0,1080.47
1/9/2016 7:00,1,931.9999,-1771.4931,1637,8927,8927.018,0,6775.13,0,0,2703.493
1/9/2016 8:00,1,1015,-1979.403,1637,8927,8927.018,0,6775.13,0,0,2994.403
1/9/2016 9:00,1,1063,-1937.495511,1637,8927,8927.018,0,6775.13,0,0.4955109,3000
1/9/2016 10:00,1,1068,-1942.14713,1637,8927,8927.018,0,6775.13,0,10.14713,3000
1/9/2016 11:00,1,1079,-1928.714606,1637,8927,8927.018,0,6775.13,0,7.714606,3000
1/9/2016 12:00,1,1063,-1964.51961,1637,8927,8927.018,0,6775.13,0,27.51961,3000
1/9/2016 13:00,1,994.9999,-2043.11151,1637,8927,8927.018,0,6775.13,0,38.11141,3000
1/9/2016 14:00,1,969.9999,-2052.51055,1637,8927,8927.018,0,6775.13,0,22.51045,3000
1/9/2016 15:00,1,961.9999,-2054.59657,1637,8927,8927.018,0,6775.13,0,16.59647,3000
1/9/2016 16:00,1,956.9999,-2062.59517,1637,8927,8927.018,0,6775.13,0,19.59507,3000
1/9/2016 17:00,1,975.9999,-2016.665166,1637,8927,8927.018,0,6775.13,0,3.849066,2988.816
1/9/2016 18:00,1,1069,-1931,1637,8927,8927.018,0,6775.13,0,0,3000
1/9/2016 19:00,1,1123,-1877,1637,8927,8927.018,0,6775.13,0,0,3000
1/9/2016 20:00,1,1121,-1248.198,1637,8927,8927.018,0,6775.13,0,0,2369.198
1/9/2016 21:00,1,1232,-102.423,1637,8927,8927.018,0,6775.13,0,0,1334.423
1/9/2016 22:00,1,1315,879.9351,1637,8927,7950.667,0,6775.13,0,0,435.0649
1/9/2016 23:00,1,1173,711.5605,1637,8927,7161.141,1029.164,5848.883,0,0,461.4395
1/10/2016 0:00,1,1045,840.5866,1637,8927,6228.45,1861.398,5099.872,0,0,204.4134
1/10/2016 1:00,1,1001,1001,1637,8927,5117.769,2844.541,4215.044,0,0,0
1/10/2016 2:00,1,920.9999,920.9999,1637,8927,4095.854,4015.301,3161.36,0,0,0
1/10/2016 3:00,1,874.9999,-188.8301,1637,8927,4266.038,5092.494,2191.886,0,0,1063.83
1/10/2016 4:00,1,863.9999,403.9958,1637,8927,3817.775,4913.105,2353.336,0,0,460.0041
1/10/2016 5:00,1,853.9999,474.1489,1637,8927,3291.673,5385.615,1928.077,0,0,379.851
1/10/2016 6:00,1,857.9999,525.9183,1637,8927,2708.129,5940.175,1428.973,0,0,332.0816
1/10/2016 7:00,1,939.9999,-12.7043,1637,8927,2719.579,6555.284,875.3746,0,0,952.7042
1/10/2016 8:00,1,1025,-1943.59,1637,8927,4092.581,6543.215,886.2368,0,0,2968.59
1/10/2016 9:00,1,1069,-1805.379537,1637,8927,5465.583,5095.944,2188.781,0,1.761537,2872.618
1/10/2016 10:00,1,1050,-1971.09275,1637,8927,6838.585,3648.673,3491.325,0,21.09275,3000
1/10/2016 11:00,1,983.9999,-2033.6292,1637,8927,8211.587,2201.402,4793.869,0,17.6291,3000
1/10/2016 12:00,1,990.9999,-2019.92578,1637,8927,8927.018,754.1307,6096.413,0,10.92568,3000
1/10/2016 13:00,1,976.9999,-2029.187409,1637,8927,8927.018,0,6775.13,0,6.187309,3000
1/10/2016 14:00,1,978.9999,-2027.727459,1637,8927,8927.018,0,6775.13,0,6.727359,3000
1/10/2016 15:00,1,972.9999,-2032.318469,1637,8927,8927.018,0,6775.13,0,5.318369,3000
1/10/2016 16:00,1,1014,-1952.938813,1637,8927,8927.018,0,6775.13,0,9.563813,2957.375
1/10/2016 17:00,1,1019,-1844.114588,1637,8927,8927.018,0,6775.13,0,4.148588,2858.966
1/10/2016 18:00,1,1092,-89.726,1637,8927,8927.018,0,6775.13,0,0,1181.726
1/10/2016 19:00,1,1127,124.051,1637,8927,8789.374,0,6775.13,0,0,1002.949
1/10/2016 20:00,1,1141,-235.031,1637,8927,8927.018,145.089,6644.55,0,0,1376.031
1/10/2016 21:00,1,1253,-177.289,1637,8927,8927.018,0,6775.13,0,0,1430.289
1/10/2016 22:00,1,1292,320.8629,1637,8927,8570.998,0,6775.13,0,0,971.1371
1/10/2016 23:00,1,1045,-907.497,1637,8927,8927.018,375.2781,6437.38,0,0,1952.497
1/11/2016 0:00,1,946.9999,-1899.4111,1637,8927,8927.018,0,6775.13,0,0,2846.411
1/11/2016 1:00,1,903.9999,-1592.9771,1637,8927,8927.018,0,6775.13,0,0,2496.977
1/11/2016 2:00,1,838.9999,166.5293,1637,8927,8742.241,0,6775.13,0,0,672.4706
1/11/2016 3:00,1,799,799,1637,8927,7855.694,194.7712,6599.836,0,0,0
1/11/2016 4:00,1,792,-1524.426,1637,8927,8927.018,1129.274,5758.784,0,0,2316.426
1/11/2016 5:00,1,746,-651.704,1637,8927,8927.018,0,6775.13,0,0,1397.704
1/11/2016 6:00,1,758,-495.907,1637,8927,8927.018,0,6775.13,0,0,1253.907
1/11/2016 7:00,1,840.9999,124.9807,1637,8927,8788.343,0,6775.13,0,0,716.0192
1/11/2016 8:00,1,963.9999,-1207.4891,1637,8927,8927.018,146.1764,6643.571,0,0,2171.489
1/11/2016 9:00,1,1071,-1492.716387,1637,8927,8927.018,0,6775.13,0,0.4233869,2563.293
1/11/2016 10:00,1,1081,-1920.159477,1637,8927,8927.018,0,6775.13,0,1.159477,3000
1/11/2016 11:00,1,992.9999,-2009.103285,1637,8927,8927.018,0,6775.13,0,2.103185,3000
1/11/2016 12:00,1,974.9999,972.520907,1637,8927,7847.937,0,6775.13,0,2.478993,0
1/11/2016 13:00,1,930.9999,930.1375819,1637,8927,6815.883,1137.451,5751.424,0,0.8623181,0
1/11/2016 14:00,1,923.9999,-2076.907399,1637,8927,8188.885,2225.332,4772.332,0,0.9072987,3000
1/11/2016 15:00,1,913.9999,912.949872,1637,8927,7175.902,778.0607,6074.875,0,1.050028,0
1/11/2016 16:00,1,908.9999,-2100.358151,1637,8927,8548.903,1845.838,5113.875,0,9.358051,3000
1/11/2016 17:00,1,930.9999,928.173745,1637,8927,7519.029,398.5673,6416.419,0,2.826155,0
1/11/2016 18:00,1,1012,-1988,1637,8927,8892.03,1484.151,5439.395,0,0,3000
1/11/2016 19:00,1,1060,-1940,1637,8927,8927.018,36.87965,6741.938,0,0,3000
1/11/2016 20:00,1,1069,-1931,1637,8927,8927.018,0,6775.13,0,0,3000
1/11/2016 21:00,1,1198,-1786.227,1637,8927,8927.018,0,6775.13,0,0,2984.227
1/11/2016 22:00,1,1317,-1568.542,1637,8927,8927.018,0,6775.13,0,0,2885.542
1/11/2016 23:00,1,1130,-1331.153,1637,8927,8927.018,0,6775.13,0,0,2461.153
1/12/2016 0:00,1,1002,62.3632,1637,8927,8857.821,0,6775.13,0,0,939.6368
1/12/2016 1:00,1,948.9999,732.0951,1637,8927,8045.51,72.93931,6709.485,0,0,216.9048
1/12/2016 2:00,1,883.9999,408.9549,1637,8927,7591.745,929.191,5938.858,0,0,475.045
1/12/2016 3:00,1,869.9999,-378.4241,1637,8927,7932.799,1407.501,5508.379,0,0,1248.424
1/12/2016 4:00,1,897.9999,-7.3071,1637,8927,7939.385,1047.999,5831.932,0,0,905.307
1/12/2016 5:00,1,856.9999,483.3774,1637,8927,7403.043,1041.057,5838.179,0,0,373.6225
1/12/2016 6:00,1,821.9999,509.4613,1637,8927,6837.759,1606.411,5329.361,0,0,312.5386
1/12/2016 7:00,1,897.9999,-477.0111,1637,8927,7267.665,2202.272,4793.085,0,0,1375.011
